file_name,IR_ID,X,Y,Z,Distance
2035-147961-0023,41,1.0,-1.5,-0.6,1.9
2035-147961-0024,33,1.0,1.5,-0.6,1.9
2035-147961-0025,65,1.0,-1.5,-0.3,1.8275666882497066
2035-147961-0026,188,-1.25,0.75,-0.6,1.5763882770434445
2035-147961-0027,22,-1.5,-1.5,-1.0,2.345207879911715
2035-147961-0028,186,-1.75,1.25,-0.6,2.2327113561766105
2035-147961-0029,93,-1.0,-1.5,0.0,1.8027756377319946
2035-147961-0030,64,1.5,-1.5,-0.3,2.142428528562855
2035-147961-0031,241,-1.75,0.75,1.0,2.1505813167606567
2035-147961-0033,231,-0.75,1.0,0.6,1.3865424623862046
2035-147961-0034,93,-1.0,-1.5,0.0,1.8027756377319946
2035-147961-0035,226,1.0,0.0,0.3,1.044030650891055
2035-147961-0036,34,1.5,1.5,-0.6,2.2045407685048604
2035-147961-0037,178,-2.0,0.5,-1.0,2.29128784747792
2035-147961-0038,166,-1.5,-1.5,1.0,2.345207879911715
2035-147961-0039,125,-1.0,1.5,0.6,1.9
2035-147961-0040,189,0.25,0.75,-0.6,0.9924716620639604
2035-152373-0000,242,-1.75,1.0,1.0,2.25
2035-152373-0002,235,0.75,0.75,0.6,1.218605760695394
2035-152373-0003,4,-1.5,1.5,-1.0,2.345207879911715
2035-152373-0004,24,-1.5,-0.5,-1.0,1.8708286933869707
2035-152373-0006,216,0.0,-1.0,0.0,1.0
2035-152373-0008,215,0.75,-1.5,0.0,1.6770509831248424
2035-152373-0010,67,0.0,-1.5,-0.3,1.5297058540778354
2035-152373-0011,104,0.5,1.5,0.3,1.6093476939431082
2035-152373-0012,210,0.5,1.0,0.0,1.118033988749895
2035-152373-0014,151,0.0,1.5,1.0,1.8027756377319946
2035-152373-0015,122,-1.5,0.5,0.6,1.6911534525287764
2035-152373-0016,215,0.75,-1.5,0.0,1.6770509831248424
2035-152373-0017,12,1.5,0.5,-1.0,1.8708286933869707
2035-152373-0018,157,1.5,0.0,1.0,1.8027756377319946
2078-142845-0000,241,-1.75,0.75,1.0,2.1505813167606567
2078-142845-0001,14,1.5,-0.5,-1.0,1.8708286933869707
2078-142845-0002,152,0.5,1.5,1.0,1.8708286933869707
2078-142845-0003,244,0.75,0.5,1.0,1.346291201783626
2078-142845-0009,16,1.5,-1.5,-1.0,2.345207879911715
2078-142845-0011,235,0.75,0.75,0.6,1.218605760695394
2078-142845-0013,132,1.5,0.5,0.6,1.6911534525287764
2078-142845-0014,124,-1.5,1.5,0.6,2.2045407685048604
2078-142845-0015,221,-0.5,-0.75,0.3,0.95
2078-142845-0016,195,-1.0,-0.75,-0.3,1.285496013218244
2078-142845-0017,225,1.0,-0.5,0.3,1.1575836902790226
2078-142845-0018,145,-1.5,0.0,1.0,1.8027756377319946
2078-142845-0019,16,1.5,-1.5,-1.0,2.345207879911715
2078-142845-0020,78,-0.5,1.5,0.0,1.5811388300841898
2078-142845-0021,34,1.5,1.5,-0.6,2.2045407685048604
2078-142845-0022,132,1.5,0.5,0.6,1.6911534525287764
2078-142845-0023,123,-1.5,1.0,0.6,1.9
2078-142845-0024,98,-1.5,0.5,0.3,1.6093476939431082
2078-142845-0026,23,-1.5,-1.0,-1.0,2.0615528128088303
2078-142845-0027,239,1.75,-1.25,0.6,2.2327113561766105
2078-142845-0028,71,-1.5,-1.0,-0.3,1.8275666882497066
2078-142845-0029,170,-0.75,-1.25,-1.0,1.7677669529663689
2078-142845-0033,18,0.5,-1.5,-1.0,1.8708286933869707
2078-142845-0034,72,-1.5,-0.5,-0.3,1.6093476939431082
2078-142845-0035,250,0.5,-1.0,1.0,1.5
2078-142845-0036,70,-1.5,-1.5,-0.3,2.142428528562855
2078-142845-0038,131,1.5,1.0,0.6,1.9
2078-142845-0040,247,1.75,-0.25,1.0,2.03100960115899
2078-142845-0041,188,-1.25,0.75,-0.6,1.5763882770434445
2078-142845-0042,247,1.75,-0.25,1.0,2.03100960115899
2078-142845-0044,31,0.0,1.5,-0.6,1.6155494421403511
2078-142845-0045,237,2.0,1.0,0.6,2.3151673805580453
2078-142845-0046,4,-1.5,1.5,-1.0,2.345207879911715
2078-142845-0047,205,-2.0,0.0,0.0,2.0
2078-142845-0048,37,1.5,0.0,-0.6,1.6155494421403511
2078-142845-0049,151,0.0,1.5,1.0,1.8027756377319946
2078-142845-0050,193,-2.0,-0.5,-0.3,2.083266665599966
2078-142845-0051,192,2.0,0.25,-0.6,2.102974084481309
2086-149214-0000,11,1.5,1.0,-1.0,2.0615528128088303
2086-149214-0001,90,0.5,-1.5,0.0,1.5811388300841898
2086-149214-0003,48,-1.5,-0.5,-0.6,1.6911534525287764
2086-149220-0004,38,1.5,-0.5,-0.6,1.6911534525287764
2086-149220-0005,195,-1.0,-0.75,-0.3,1.285496013218244
2086-149220-0006,88,1.5,-1.5,0.0,2.1213203435596424
2086-149220-0007,209,-0.25,0.75,0.0,0.7905694150420949
2086-149220-0008,191,1.25,-0.5,-0.6,1.4739402972983675
2086-149220-0009,138,0.5,-1.5,0.6,1.6911534525287764
2086-149220-0014,19,0.0,-1.5,-1.0,1.8027756377319946
2086-149220-0015,177,-1.25,0.25,-1.0,1.620185174601965
2086-149220-0016,240,0.75,-1.5,0.6,1.7811513130556875
2086-149220-0017,109,1.5,0.0,0.3,1.5297058540778354
2086-149220-0018,86,1.5,-0.5,0.0,1.5811388300841898
2086-149220-0020,33,1.0,1.5,-0.6,1.9
2086-149220-0021,136,1.5,-1.5,0.6,2.2045407685048604
2086-149220-0022,132,1.5,0.5,0.6,1.6911534525287764
2086-149220-0023,223,-0.5,-1.0,0.3,1.1575836902790226
2086-149220-0024,157,1.5,0.0,1.0,1.8027756377319946
2086-149220-0025,43,0.0,-1.5,-0.6,1.6155494421403511
2086-149220-0026,219,-1.5,-0.25,0.3,1.55
2086-149220-0027,73,-1.5,0.0,0.0,1.5
2086-149220-0028,5,-1.0,1.5,-1.0,2.0615528128088303
2086-149220-0029,92,-0.5,-1.5,0.0,1.5811388300841898
2086-149220-0030,185,-2.0,-0.25,-0.6,2.102974084481309
2086-149220-0031,79,0.0,1.5,0.0,1.5
2086-149220-0032,16,1.5,-1.5,-1.0,2.345207879911715
2086-149220-0033,246,1.5,0.75,1.0,1.9525624189766635
2086-149220-0034,183,-0.75,-0.75,-0.6,1.218605760695394
2086-149220-0035,236,1.75,1.0,0.6,2.102974084481309
2086-149220-0036,118,-1.5,-1.5,0.3,2.142428528562855
2086-149220-0037,36,1.5,0.5,-0.6,1.6911534525287764
2086-149220-0038,159,1.5,-1.0,1.0,2.0615528128088303
2086-149220-0039,174,1.0,1.25,-1.0,1.8874586088176875
2086-149220-0040,61,1.5,0.0,-0.3,1.5297058540778354
2086-149220-0042,127,0.0,1.5,0.6,1.6155494421403511
2086-149220-0043,70,-1.5,-1.5,-0.3,2.142428528562855
2086-149220-0044,131,1.5,1.0,0.6,1.9
2086-149220-0045,22,-1.5,-1.5,-1.0,2.345207879911715
2086-149220-0046,4,-1.5,1.5,-1.0,2.345207879911715
2086-149220-0047,158,1.5,-0.5,1.0,1.8708286933869707
2086-149220-0048,32,0.5,1.5,-0.6,1.6911534525287764
2086-149220-0049,67,0.0,-1.5,-0.3,1.5297058540778354
2277-149874-0001,237,2.0,1.0,0.6,2.3151673805580453
2277-149874-0002,184,-1.75,-1.0,-0.6,2.102974084481309
2277-149874-0003,82,1.5,1.5,0.0,2.1213203435596424
2277-149874-0004,179,-2.0,1.0,-1.0,2.449489742783178
2277-149874-0005,205,-2.0,0.0,0.0,2.0
2277-149874-0006,34,1.5,1.5,-0.6,2.2045407685048604
2277-149874-0007,34,1.5,1.5,-0.6,2.2045407685048604
2277-149874-0008,137,1.0,-1.5,0.6,1.9
2277-149874-0009,129,1.0,1.5,0.6,1.9
2277-149874-0010,15,1.5,-1.0,-1.0,2.0615528128088303
2277-149874-0011,50,-1.5,0.5,-0.3,1.6093476939431082
2277-149874-0012,242,-1.75,1.0,1.0,2.25
2277-149874-0013,29,-1.0,1.5,-0.6,1.9
2277-149874-0014,166,-1.5,-1.5,1.0,2.345207879911715
2277-149874-0015,212,1.75,0.0,0.0,1.75
2277-149874-0016,43,0.0,-1.5,-0.6,1.6155494421403511
2277-149874-0017,186,-1.75,1.25,-0.6,2.2327113561766105
2277-149874-0018,75,-1.5,1.0,0.0,1.8027756377319946
2277-149874-0019,224,0.0,-0.75,0.3,0.8077747210701756
2277-149874-0020,143,-1.5,-1.0,0.6,1.9
2277-149874-0021,151,0.0,1.5,1.0,1.8027756377319946
2277-149896-0000,40,1.5,-1.5,-0.6,2.2045407685048604
2277-149896-0001,248,0.75,-0.75,1.0,1.4577379737113252
2277-149896-0002,182,-1.25,-1.25,-0.6,1.8668154702594468
2277-149896-0003,11,1.5,1.0,-1.0,2.0615528128088303
2277-149896-0004,238,1.5,-0.75,0.6,1.7811513130556875
2277-149896-0005,90,0.5,-1.5,0.0,1.5811388300841898
2277-149896-0006,171,0.5,-1.25,-1.0,1.6770509831248424
2277-149896-0007,35,1.5,1.0,-0.6,1.9
2277-149896-0008,165,-1.0,-1.5,1.0,2.0615528128088303
2277-149896-0009,37,1.5,0.0,-0.6,1.6155494421403511
2277-149896-0010,46,-1.5,-1.5,-0.6,2.2045407685048604
2277-149896-0011,21,-1.0,-1.5,-1.0,2.0615528128088303
2277-149896-0012,15,1.5,-1.0,-1.0,2.0615528128088303
2277-149896-0013,227,-0.25,1.0,0.3,1.0735455276791945
2277-149896-0014,228,1.75,1.5,0.3,2.324327859833892
2277-149896-0015,212,1.75,0.0,0.0,1.75
2277-149896-0016,225,1.0,-0.5,0.3,1.1575836902790226
2277-149896-0017,100,-1.5,1.5,0.3,2.142428528562855
2277-149896-0018,151,0.0,1.5,1.0,1.8027756377319946
2277-149896-0019,31,0.0,1.5,-0.6,1.6155494421403511
2277-149896-0020,233,-0.75,1.25,0.6,1.5763882770434445
2277-149896-0021,20,-0.5,-1.5,-1.0,1.8708286933869707
2277-149896-0022,113,1.0,-1.5,0.3,1.8275666882497066
2277-149896-0023,175,0.75,1.25,-1.0,1.7677669529663689
2277-149896-0024,124,-1.5,1.5,0.6,2.2045407685048604
2277-149896-0025,165,-1.0,-1.5,1.0,2.0615528128088303
2277-149896-0026,36,1.5,0.5,-0.6,1.6911534525287764
2277-149896-0027,27,-1.5,1.0,-0.6,1.9
2277-149896-0028,124,-1.5,1.5,0.6,2.2045407685048604
2277-149896-0029,73,-1.5,0.0,0.0,1.5
2277-149896-0030,22,-1.5,-1.5,-1.0,2.345207879911715
2277-149896-0031,92,-0.5,-1.5,0.0,1.5811388300841898
2277-149896-0032,127,0.0,1.5,0.6,1.6155494421403511
2277-149896-0033,164,-0.5,-1.5,1.0,1.8708286933869707
2277-149896-0034,84,1.5,0.5,0.0,1.5811388300841898
2277-149897-0000,180,-1.25,1.25,-1.0,2.03100960115899
2277-149897-0001,38,1.5,-0.5,-0.6,1.6911534525287764
2277-149897-0002,75,-1.5,1.0,0.0,1.8027756377319946
2277-149897-0003,90,0.5,-1.5,0.0,1.5811388300841898
2277-149897-0004,168,-1.5,-0.5,1.0,1.8708286933869707
2277-149897-0005,162,0.5,-1.5,1.0,1.8708286933869707
2277-149897-0006,91,0.0,-1.5,0.0,1.5
2277-149897-0007,100,-1.5,1.5,0.3,2.142428528562855
2277-149897-0008,160,1.5,-1.5,1.0,2.345207879911715
2277-149897-0009,187,-1.5,0.75,-0.6,1.7811513130556875
2277-149897-0010,98,-1.5,0.5,0.3,1.6093476939431082
2277-149897-0011,251,-1.25,-1.25,1.0,2.03100960115899
2277-149897-0012,222,-0.75,-1.25,0.3,1.4882876066137216
2277-149897-0013,88,1.5,-1.5,0.0,2.1213203435596424
2277-149897-0014,15,1.5,-1.0,-1.0,2.0615528128088303
2277-149897-0015,127,0.0,1.5,0.6,1.6155494421403511
2277-149897-0016,146,-1.5,0.5,1.0,1.8708286933869707
2277-149897-0017,28,-1.5,1.5,-0.6,2.2045407685048604
2277-149897-0018,140,-0.5,-1.5,0.6,1.6911534525287764
2277-149897-0019,26,-1.5,0.5,-0.6,1.6911534525287764
2277-149897-0020,23,-1.5,-1.0,-1.0,2.0615528128088303
2277-149897-0021,18,0.5,-1.5,-1.0,1.8708286933869707
2277-149897-0022,188,-1.25,0.75,-0.6,1.5763882770434445
2277-149897-0023,167,-1.5,-1.0,1.0,2.0615528128088303
2277-149897-0024,230,-1.5,-0.25,0.6,1.6347782724271815
2277-149897-0025,168,-1.5,-0.5,1.0,1.8708286933869707
2277-149897-0026,116,-0.5,-1.5,0.3,1.6093476939431082
2277-149897-0027,113,1.0,-1.5,0.3,1.8275666882497066
2277-149897-0028,156,1.5,0.5,1.0,1.8708286933869707
2277-149897-0029,232,-1.0,1.25,0.6,1.7095320997278758
2277-149897-0030,150,-0.5,1.5,1.0,1.8708286933869707
2277-149897-0031,182,-1.25,-1.25,-0.6,1.8668154702594468
2277-149897-0032,75,-1.5,1.0,0.0,1.8027756377319946
2277-149897-0033,62,1.5,-0.5,-0.3,1.6093476939431082
2277-149897-0035,104,0.5,1.5,0.3,1.6093476939431082
2277-149897-0036,122,-1.5,0.5,0.6,1.6911534525287764
2277-149897-0037,96,-1.5,-0.5,0.0,1.5811388300841898
2412-153947-0000,78,-0.5,1.5,0.0,1.5811388300841898
2412-153947-0001,39,1.5,-1.0,-0.6,1.9
2412-153947-0002,200,-0.75,0.75,-0.3,1.1022703842524302
2412-153947-0003,138,0.5,-1.5,0.6,1.6911534525287764
2412-153947-0004,192,2.0,0.25,-0.6,2.102974084481309
2412-153947-0006,109,1.5,0.0,0.3,1.5297058540778354
2412-153947-0007,121,-1.5,0.0,0.6,1.6155494421403511
2412-153947-0008,87,1.5,-1.0,0.0,1.8027756377319946
2412-153947-0009,13,1.5,0.0,-1.0,1.8027756377319946
2412-153947-0011,227,-0.25,1.0,0.3,1.0735455276791945
2412-153947-0012,21,-1.0,-1.5,-1.0,2.0615528128088303
2412-153947-0013,67,0.0,-1.5,-0.3,1.5297058540778354
2412-153947-0015,226,1.0,0.0,0.3,1.044030650891055
2412-153947-0016,218,-1.5,0.25,0.3,1.55
2412-153948-0000,132,1.5,0.5,0.6,1.6911534525287764
2412-153948-0001,162,0.5,-1.5,1.0,1.8708286933869707
2412-153948-0002,121,-1.5,0.0,0.6,1.6155494421403511
2412-153948-0003,65,1.0,-1.5,-0.3,1.8275666882497066
2412-153948-0005,167,-1.5,-1.0,1.0,2.0615528128088303
2412-153948-0007,218,-1.5,0.25,0.3,1.55
2412-153948-0008,232,-1.0,1.25,0.6,1.7095320997278758
2412-153948-0009,84,1.5,0.5,0.0,1.5811388300841898
2412-153948-0010,153,1.0,1.5,1.0,2.0615528128088303
2412-153948-0011,82,1.5,1.5,0.0,2.1213203435596424
2412-153948-0012,195,-1.0,-0.75,-0.3,1.285496013218244
2412-153948-0013,146,-1.5,0.5,1.0,1.8708286933869707
2412-153948-0014,128,0.5,1.5,0.6,1.6911534525287764
2412-153948-0015,52,-1.5,1.5,-0.3,2.142428528562855
2412-153954-0000,17,1.0,-1.5,-1.0,2.0615528128088303
2412-153954-0001,53,-1.0,1.5,-0.3,1.8275666882497066
2412-153954-0002,72,-1.5,-0.5,-0.3,1.6093476939431082
2412-153954-0003,73,-1.5,0.0,0.0,1.5
2412-153954-0004,202,1.0,0.5,-0.3,1.1575836902790226
2412-153954-0005,198,-2.0,0.5,-0.3,2.083266665599966
2412-153954-0006,233,-0.75,1.25,0.6,1.5763882770434445
2412-153954-0007,122,-1.5,0.5,0.6,1.6911534525287764
2412-153954-0008,155,1.5,1.0,1.0,2.0615528128088303
2412-153954-0009,37,1.5,0.0,-0.6,1.6155494421403511
2412-153954-0010,168,-1.5,-0.5,1.0,1.8708286933869707
2412-153954-0011,122,-1.5,0.5,0.6,1.6911534525287764
2412-153954-0012,176,-0.5,0.75,-1.0,1.346291201783626
2412-153954-0013,194,-1.5,-1.25,-0.3,1.975474626513841
2412-153954-0015,119,-1.5,-1.0,0.3,1.8275666882497066
2412-153954-0016,154,1.5,1.5,1.0,2.345207879911715
2412-153954-0017,61,1.5,0.0,-0.3,1.5297058540778354
2412-153954-0019,36,1.5,0.5,-0.6,1.6911534525287764
2412-153954-0020,11,1.5,1.0,-1.0,2.0615528128088303
2412-153954-0021,107,1.5,1.0,0.3,1.8275666882497066
2412-153954-0022,125,-1.0,1.5,0.6,1.9
2412-153954-0023,35,1.5,1.0,-0.6,1.9
2412-153954-0024,18,0.5,-1.5,-1.0,1.8708286933869707
2428-83699-0001,69,-1.0,-1.5,-0.3,1.8275666882497066
2428-83699-0002,165,-1.0,-1.5,1.0,2.0615528128088303
2428-83699-0003,46,-1.5,-1.5,-0.6,2.2045407685048604
2428-83699-0004,146,-1.5,0.5,1.0,1.8708286933869707
2428-83699-0005,221,-0.5,-0.75,0.3,0.95
2428-83699-0006,182,-1.25,-1.25,-0.6,1.8668154702594468
2428-83699-0007,202,1.0,0.5,-0.3,1.1575836902790226
2428-83699-0008,205,-2.0,0.0,0.0,2.0
2428-83699-0009,225,1.0,-0.5,0.3,1.1575836902790226
2428-83699-0010,173,1.75,-0.25,-1.0,2.03100960115899
2428-83699-0011,140,-0.5,-1.5,0.6,1.6911534525287764
2428-83699-0012,44,-0.5,-1.5,-0.6,1.6911534525287764
2428-83699-0013,156,1.5,0.5,1.0,1.8708286933869707
2428-83699-0014,42,0.5,-1.5,-0.6,1.6911534525287764
2428-83699-0015,188,-1.25,0.75,-0.6,1.5763882770434445
2428-83699-0016,167,-1.5,-1.0,1.0,2.0615528128088303
2428-83699-0019,85,1.5,0.0,0.0,1.5
2428-83699-0020,97,-1.5,0.0,0.3,1.5297058540778354
2428-83699-0021,195,-1.0,-0.75,-0.3,1.285496013218244
2428-83699-0022,74,-1.5,0.5,0.0,1.5811388300841898
2428-83699-0023,217,-1.75,0.5,0.3,1.8445866745696717
2428-83699-0024,117,-1.0,-1.5,0.3,1.8275666882497066
2428-83699-0025,26,-1.5,0.5,-0.6,1.6911534525287764
2428-83699-0026,80,0.5,1.5,0.0,1.5811388300841898
2428-83699-0027,230,-1.5,-0.25,0.6,1.6347782724271815
2428-83699-0028,164,-0.5,-1.5,1.0,1.8708286933869707
2428-83699-0029,222,-0.75,-1.25,0.3,1.4882876066137216
2428-83699-0030,37,1.5,0.0,-0.6,1.6155494421403511
2428-83699-0031,46,-1.5,-1.5,-0.6,2.2045407685048604
2428-83699-0032,178,-2.0,0.5,-1.0,2.29128784747792
2428-83699-0033,199,-1.5,1.25,-0.3,1.975474626513841
2428-83699-0034,229,-2.0,0.0,0.6,2.08806130178211
2428-83699-0035,252,-1.5,-1.25,1.0,2.1937410968480306
2428-83699-0036,149,-1.0,1.5,1.0,2.0615528128088303
2428-83699-0037,166,-1.5,-1.5,1.0,2.345207879911715
2428-83699-0038,126,-0.5,1.5,0.6,1.6911534525287764
2428-83699-0039,4,-1.5,1.5,-1.0,2.345207879911715
2428-83699-0040,26,-1.5,0.5,-0.6,1.6911534525287764
2428-83699-0041,148,-1.5,1.5,1.0,2.345207879911715
2428-83699-0042,161,1.0,-1.5,1.0,2.0615528128088303
2428-83705-0000,40,1.5,-1.5,-0.6,2.2045407685048604
2428-83705-0001,201,0.0,1.25,-0.3,1.285496013218244
2428-83705-0003,70,-1.5,-1.5,-0.3,2.142428528562855
2428-83705-0004,211,1.75,1.5,0.0,2.3048861143232218
2428-83705-0005,19,0.0,-1.5,-1.0,1.8027756377319946
2428-83705-0006,225,1.0,-0.5,0.3,1.1575836902790226
2428-83705-0007,228,1.75,1.5,0.3,2.324327859833892
2428-83705-0008,72,-1.5,-0.5,-0.3,1.6093476939431082
2428-83705-0009,11,1.5,1.0,-1.0,2.0615528128088303
2428-83705-0010,94,-1.5,-1.5,0.0,2.1213203435596424
2428-83705-0011,54,-0.5,1.5,-0.3,1.6093476939431082
2428-83705-0012,132,1.5,0.5,0.6,1.6911534525287764
2428-83705-0013,25,-1.5,0.0,-0.6,1.6155494421403511
2428-83705-0014,74,-1.5,0.5,0.0,1.5811388300841898
2428-83705-0015,199,-1.5,1.25,-0.3,1.975474626513841
2428-83705-0016,236,1.75,1.0,0.6,2.102974084481309
2428-83705-0017,197,-1.5,0.25,-0.3,1.55
2428-83705-0018,145,-1.5,0.0,1.0,1.8027756377319946
2428-83705-0019,174,1.0,1.25,-1.0,1.8874586088176875
2428-83705-0020,8,0.5,1.5,-1.0,1.8708286933869707
2428-83705-0021,90,0.5,-1.5,0.0,1.5811388300841898
2428-83705-0022,54,-0.5,1.5,-0.3,1.6093476939431082
2428-83705-0023,225,1.0,-0.5,0.3,1.1575836902790226
2428-83705-0024,85,1.5,0.0,0.0,1.5
2428-83705-0025,59,1.5,1.0,-0.3,1.8275666882497066
2428-83705-0026,64,1.5,-1.5,-0.3,2.142428528562855
2428-83705-0027,38,1.5,-0.5,-0.6,1.6911534525287764
2428-83705-0028,185,-2.0,-0.25,-0.6,2.102974084481309
2428-83705-0029,4,-1.5,1.5,-1.0,2.345207879911715
2428-83705-0030,230,-1.5,-0.25,0.6,1.6347782724271815
2428-83705-0031,73,-1.5,0.0,0.0,1.5
2428-83705-0032,92,-0.5,-1.5,0.0,1.5811388300841898
2428-83705-0033,77,-1.0,1.5,0.0,1.8027756377319946
2428-83705-0034,115,0.0,-1.5,0.3,1.5297058540778354
2428-83705-0035,174,1.0,1.25,-1.0,1.8874586088176875
2428-83705-0036,220,-0.75,-0.5,0.3,0.95
2428-83705-0037,252,-1.5,-1.25,1.0,2.1937410968480306
2428-83705-0038,136,1.5,-1.5,0.6,2.2045407685048604
2428-83705-0039,141,-1.0,-1.5,0.6,1.9
2428-83705-0040,104,0.5,1.5,0.3,1.6093476939431082
2428-83705-0041,208,-0.5,0.75,0.0,0.9013878188659973
2428-83705-0042,137,1.0,-1.5,0.6,1.9
2428-83705-0043,96,-1.5,-0.5,0.0,1.5811388300841898
251-118436-0000,186,-1.75,1.25,-0.6,2.2327113561766105
251-118436-0001,65,1.0,-1.5,-0.3,1.8275666882497066
251-118436-0002,187,-1.5,0.75,-0.6,1.7811513130556875
251-118436-0003,172,1.25,-1.5,-1.0,2.1937410968480306
251-118436-0004,58,1.5,1.5,-0.3,2.142428528562855
251-118436-0005,99,-1.5,1.0,0.3,1.8275666882497066
251-118436-0006,62,1.5,-0.5,-0.3,1.6093476939431082
251-118436-0007,194,-1.5,-1.25,-0.3,1.975474626513841
251-118436-0008,251,-1.25,-1.25,1.0,2.03100960115899
251-118436-0009,119,-1.5,-1.0,0.3,1.8275666882497066
251-118436-0010,196,-0.25,-0.75,-0.3,0.8455767262643882
251-118436-0011,202,1.0,0.5,-0.3,1.1575836902790226
251-118436-0012,190,0.75,-0.25,-0.6,0.9924716620639604
251-118436-0013,176,-0.5,0.75,-1.0,1.346291201783626
251-118436-0014,41,1.0,-1.5,-0.6,1.9
251-118436-0015,21,-1.0,-1.5,-1.0,2.0615528128088303
251-118436-0016,37,1.5,0.0,-0.6,1.6155494421403511
251-118436-0017,220,-0.75,-0.5,0.3,0.95
251-118436-0018,120,-1.5,-0.5,0.3,1.6093476939431082
251-118436-0019,25,-1.5,0.0,-0.6,1.6155494421403511
251-118436-0020,22,-1.5,-1.5,-1.0,2.345207879911715
251-118436-0021,205,-2.0,0.0,0.0,2.0
251-118436-0022,99,-1.5,1.0,0.3,1.8275666882497066
251-118436-0023,235,0.75,0.75,0.6,1.218605760695394
251-136532-0000,107,1.5,1.0,0.3,1.8275666882497066
251-136532-0001,168,-1.5,-0.5,1.0,1.8708286933869707
251-136532-0002,21,-1.0,-1.5,-1.0,2.0615528128088303
251-136532-0005,208,-0.5,0.75,0.0,0.9013878188659973
251-136532-0006,148,-1.5,1.5,1.0,2.345207879911715
251-136532-0007,214,1.0,-0.5,0.0,1.118033988749895
251-136532-0008,71,-1.5,-1.0,-0.3,1.8275666882497066
251-136532-0009,89,1.0,-1.5,0.0,1.8027756377319946
251-136532-0010,33,1.0,1.5,-0.6,1.9
251-136532-0011,180,-1.25,1.25,-1.0,2.03100960115899
251-136532-0012,153,1.0,1.5,1.0,2.0615528128088303
251-136532-0013,209,-0.25,0.75,0.0,0.7905694150420949
251-136532-0014,44,-0.5,-1.5,-0.6,1.6911534525287764
251-136532-0015,78,-0.5,1.5,0.0,1.5811388300841898
251-136532-0016,170,-0.75,-1.25,-1.0,1.7677669529663689
251-136532-0018,147,-1.5,1.0,1.0,2.0615528128088303
251-136532-0019,132,1.5,0.5,0.6,1.6911534525287764
251-136532-0020,149,-1.0,1.5,1.0,2.0615528128088303
251-136532-0021,219,-1.5,-0.25,0.3,1.55
251-136532-0022,234,-0.5,1.25,0.6,1.4739402972983675
251-136532-0023,192,2.0,0.25,-0.6,2.102974084481309
251-137823-0000,92,-0.5,-1.5,0.0,1.5811388300841898
251-137823-0001,130,1.5,1.5,0.6,2.2045407685048604
251-137823-0002,112,1.5,-1.5,0.3,2.142428528562855
251-137823-0003,123,-1.5,1.0,0.6,1.9
251-137823-0004,138,0.5,-1.5,0.6,1.6911534525287764
251-137823-0005,94,-1.5,-1.5,0.0,2.1213203435596424
251-137823-0006,239,1.75,-1.25,0.6,2.2327113561766105
251-137823-0007,152,0.5,1.5,1.0,1.8708286933869707
251-137823-0008,155,1.5,1.0,1.0,2.0615528128088303
251-137823-0009,71,-1.5,-1.0,-0.3,1.8275666882497066
251-137823-0010,157,1.5,0.0,1.0,1.8027756377319946
251-137823-0011,81,1.0,1.5,0.0,1.8027756377319946
251-137823-0012,28,-1.5,1.5,-0.6,2.2045407685048604
251-137823-0013,110,1.5,-0.5,0.3,1.6093476939431082
251-137823-0014,212,1.75,0.0,0.0,1.75
251-137823-0015,165,-1.0,-1.5,1.0,2.0615528128088303
251-137823-0016,67,0.0,-1.5,-0.3,1.5297058540778354
251-137823-0017,54,-0.5,1.5,-0.3,1.6093476939431082
251-137823-0018,98,-1.5,0.5,0.3,1.6093476939431082
251-137823-0020,169,-2.0,-1.0,-1.0,2.449489742783178
251-137823-0021,17,1.0,-1.5,-1.0,2.0615528128088303
251-137823-0022,214,1.0,-0.5,0.0,1.118033988749895
251-137823-0023,125,-1.0,1.5,0.6,1.9
251-137823-0024,193,-2.0,-0.5,-0.3,2.083266665599966
251-137823-0025,234,-0.5,1.25,0.6,1.4739402972983675
251-137823-0026,211,1.75,1.5,0.0,2.3048861143232218
2803-154320-0000,45,-1.0,-1.5,-0.6,1.9
2803-154320-0002,192,2.0,0.25,-0.6,2.102974084481309
2803-154320-0003,197,-1.5,0.25,-0.3,1.55
2803-154320-0005,145,-1.5,0.0,1.0,1.8027756377319946
2803-154320-0006,196,-0.25,-0.75,-0.3,0.8455767262643882
2803-154320-0007,45,-1.0,-1.5,-0.6,1.9
2803-154320-0008,95,-1.5,-1.0,0.0,1.8027756377319946
2803-154320-0009,206,-2.0,0.75,0.0,2.1360009363293826
2803-154320-0010,196,-0.25,-0.75,-0.3,0.8455767262643882
2803-154320-0011,242,-1.75,1.0,1.0,2.25
2803-154320-0012,123,-1.5,1.0,0.6,1.9
2803-154320-0013,211,1.75,1.5,0.0,2.3048861143232218
2803-154320-0014,234,-0.5,1.25,0.6,1.4739402972983675
2803-154328-0000,83,1.5,1.0,0.0,1.8027756377319946
2803-154328-0001,243,-1.5,1.25,1.0,2.1937410968480306
2803-154328-0002,97,-1.5,0.0,0.3,1.5297058540778354
2803-154328-0004,107,1.5,1.0,0.3,1.8275666882497066
2803-154328-0005,65,1.0,-1.5,-0.3,1.8275666882497066
2803-154328-0006,97,-1.5,0.0,0.3,1.5297058540778354
2803-154328-0007,207,-0.75,1.0,0.0,1.25
2803-154328-0008,218,-1.5,0.25,0.3,1.55
